,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap,prechgPct,chgPct
3469,600066.XSHG,600066,宇通客车,XSHG,2011/8/31,21.1,21.1,21.1,21.1,20.6,20.8,1361695,28352340,1772,0.0026,0.234682262,10813747838,10813747838,-0.0142,11.7566,12.8192,4.0274,1,20.821,0.0005,
3470,600066.XSHG,600066,宇通客车,XSHG,2011/9/1,20.8,20.8,20.8,21,20.59,20.61,1005711,20867484,1600,0.0019,0.234682262,10714968411,10714968411,-0.0091,11.6492,12.7021,3.9906,1,20.749,-0.0142,
3471,600066.XSHG,600066,宇通客车,XSHG,2011/9/2,20.61,20.61,20.48,20.78,20.21,20.3,1752520,35660548,1997,0.0034,0.234682262,10553801977,10553801977,-0.015,11.474,12.511,3.9306,1,20.348,-0.0091,
3472,600066.XSHG,600066,宇通客车,XSHG,2011/9/5,20.3,20.3,20.2,20.2,19.85,19.88,1421388,28381532,2344,0.0027,0.234682262,10335447453,10335447453,-0.0207,11.2366,12.2522,3.8493,1,19.967,-0.015,
3473,600066.XSHG,600066,宇通客车,XSHG,2011/9/6,19.88,19.88,19.76,20.06,19.3,19.48,1569979,30938020,2227,0.003,0.234682262,10127490764,10127490764,-0.0201,11.0105,12.0056,3.7718,1,19.706,-0.0207,
3474,600066.XSHG,600066,宇通客车,XSHG,2011/9/7,19.48,19.48,19.59,19.78,19.48,19.73,2979727,58448824,3163,0.0057,0.234682262,10257463695,10257463695,0.0128,11.1518,12.1597,3.8202,1,19.615,-0.0201,
3475,600066.XSHG,600066,宇通客车,XSHG,2011/9/8,19.73,19.73,19.8,19.95,19.44,19.48,1920609,37795036,3197,0.0037,0.234682262,10127490764,10127490764,-0.0127,11.0105,12.0056,3.7718,1,19.679,0.0128,
3476,600066.XSHG,600066,宇通客车,XSHG,2011/9/9,19.48,19.48,19.7,19.84,19.48,19.65,1453469,28604916,2754,0.0028,0.234682262,10215872357,10215872357,0.0087,11.1066,12.1104,3.8047,1,19.68,-0.0127,
3477,600066.XSHG,600066,宇通客车,XSHG,2011/9/13,19.65,19.65,19.33,19.74,19.3,19.63,1425751,27937220,2416,0.0027,0.234682262,10205474523,10205474523,-0.001,11.0953,12.0981,3.8009,1,19.595,0.0087,
3478,600066.XSHG,600066,宇通客车,XSHG,2011/9/14,19.63,19.63,19.74,20,19.4,19.97,1294226,25618344,2097,0.0025,0.234682262,10382237708,10382237708,0.0173,11.2875,12.3076,3.8667,1,19.794,-0.001,
3479,600066.XSHG,600066,宇通客车,XSHG,2011/9/15,19.97,19.97,19.9,20.27,19.83,20.01,1762252,35466108,2377,0.0034,0.234682262,10403033377,10403033377,0.002,11.3101,12.3323,3.8744,1,20.125,0.0173,
3480,600066.XSHG,600066,宇通客车,XSHG,2011/9/16,20.01,20.01,20.13,20.24,19.88,19.88,876348,17530012,1665,0.0017,0.234682262,10335447453,10335447453,-0.0065,11.2366,12.2522,3.8493,1,20.003,0.002,
3481,600066.XSHG,600066,宇通客车,XSHG,2011/9/19,19.88,19.88,19.89,19.89,19.38,19.47,1026109,19974286,1241,0.002,0.234682262,10122291847,10122291847,-0.0206,11.0049,11.9995,3.7699,1,19.466,-0.0065,
3482,600066.XSHG,600066,宇通客车,XSHG,2011/9/20,19.47,19.47,19.47,20.07,19.36,20.02,1743582,34539848,1840,0.0034,0.234682262,10408232295,10408232295,0.0282,11.3157,12.3384,3.8764,1,19.81,-0.0206,
3483,600066.XSHG,600066,宇通客车,XSHG,2011/9/21,20.02,20.02,19.96,20.68,19.81,20.46,2102169,42771804,3619,0.004,0.234682262,10636984653,10636984653,0.022,11.5644,12.6096,3.9616,1,20.347,0.0282,
3484,600066.XSHG,600066,宇通客车,XSHG,2011/9/22,20.46,20.46,20.3,20.8,20,20.57,2796903,57198752,3194,0.0054,0.234682262,10694172742,10694172742,0.0054,11.6266,12.6774,3.9829,1,20.451,0.022,
3485,600066.XSHG,600066,宇通客车,XSHG,2011/9/23,20.57,20.57,20.24,20.65,19.92,20.36,3420021,69337696,5606,0.0066,0.234682262,10584995480,10584995480,-0.0102,11.5079,12.548,3.9422,1,20.274,0.0054,
3486,600066.XSHG,600066,宇通客车,XSHG,2011/9/26,20.36,20.36,20.09,20.6,20.09,20.18,1524667,31080272,1833,0.0029,0.234682262,10491414970,10491414970,-0.0088,11.4062,12.4371,3.9074,1,20.385,-0.0102,
3487,600066.XSHG,600066,宇通客车,XSHG,2011/9/27,20.18,20.18,20.43,20.66,20.12,20.57,2036784,41735380,2581,0.0039,0.234682262,10694172742,10694172742,0.0193,11.6266,12.6774,3.9829,1,20.491,-0.0088,
3488,600066.XSHG,600066,宇通客车,XSHG,2011/9/28,20.57,20.57,20.8,20.88,20.26,20.3,1086397,22243356,2217,0.0021,0.234682262,10553801977,10553801977,-0.0131,11.474,12.511,3.9306,1,20.474,0.0193,
3489,600066.XSHG,600066,宇通客车,XSHG,2011/9/29,20.3,20.3,20.32,20.38,19.97,20.12,1743576,35108540,3218,0.0034,0.234682262,10460221467,10460221467,-0.0089,11.3722,12.4001,3.8957,1,20.136,-0.0131,
3490,600066.XSHG,600066,宇通客车,XSHG,2011/9/30,20.12,20.12,20.12,20.34,19.6,19.69,1451405,28816788,3054,0.0028,0.234682262,10236668026,10236668026,-0.0214,9.7778,10.4708,3.5578,1,19.854,-0.0089,
3491,600066.XSHG,600066,宇通客车,XSHG,2011/10/10,19.69,19.69,0,0,0,19.69,0,0,0,0,0.234682262,10236668026,10236668026,0,9.7778,10.4708,3.5578,0,0,-0.0214,
3492,600066.XSHG,600066,宇通客车,XSHG,2011/10/11,19.69,19.69,20.04,20.3,19.18,19.35,1747883,34375356,2718,0.0034,0.234682262,10059904840,10059904840,-0.0173,9.6089,10.29,3.4963,1,19.667,0,
3493,600066.XSHG,600066,宇通客车,XSHG,2011/10/12,19.35,19.35,19.39,19.8,19.15,19.76,2420291,47271576,3064,0.0047,0.234682262,10273060447,10273060447,0.0212,9.8125,10.508,3.5704,1,19.531,-0.0173,
3494,600066.XSHG,600066,宇通客车,XSHG,2011/10/13,19.76,19.76,19.62,20.1,19.58,19.83,2328246,46314340,4216,0.0045,0.234682262,10309452867,10309452867,0.0035,9.8473,10.5452,3.5831,1,19.892,0.0212,
3495,600066.XSHG,600066,宇通客车,XSHG,2011/10/14,19.83,19.83,19.82,19.96,19.69,19.84,925460,18309236,1441,0.0018,0.234682262,10314651784,10314651784,0.0005,9.8523,10.5505,3.5849,1,19.784,0.0035,
3496,600066.XSHG,600066,宇通客车,XSHG,2011/10/17,19.84,19.84,19.84,20.27,19.84,20.24,1809457,36491276,2380,0.0035,0.234682262,10522608474,10522608474,0.0202,10.0509,10.7632,3.6572,1,20.167,0.0005,
3497,600066.XSHG,600066,宇通客车,XSHG,2011/10/18,20.24,20.24,20.11,20.11,19.25,19.43,1989810,39096712,3585,0.0038,0.234682262,10101496178,10101496178,-0.04,9.6487,10.3325,3.5108,1,19.648,0.0202,
3498,600066.XSHG,600066,宇通客车,XSHG,2011/10/19,19.43,19.43,19.49,19.61,19.28,19.39,1535531,29798740,1686,0.003,0.234682262,10080700509,10080700509,-0.0021,9.6288,10.3112,3.5036,1,19.406,-0.04,
3499,600066.XSHG,600066,宇通客车,XSHG,2011/10/20,19.39,19.39,19.25,19.29,18.4,18.52,2243376,42082516,3248,0.0043,0.234682262,9628394710,9628394710,-0.0449,9.1968,9.8486,3.3464,1,18.759,-0.0021,
3500,600066.XSHG,600066,宇通客车,XSHG,2011/10/21,18.52,18.52,18.55,19.08,18.5,18.55,1711824,31985112,1887,0.0033,0.234682262,9643991462,9643991462,0.0016,9.2117,9.8645,3.3518,1,18.685,-0.0449,
3501,600066.XSHG,600066,宇通客车,XSHG,2011/10/24,18.55,18.55,18.9,19.09,18.43,19.03,2749750,51752852,2421,0.0053,0.234682262,9893539489,9893539489,0.0259,9.45,10.1198,3.4385,1,18.821,0.0016,
3502,600066.XSHG,600066,宇通客车,XSHG,2011/10/25,19.03,19.03,19.25,20.02,19.25,19.94,4199116,83158952,4713,0.0081,0.234682262,10366640957,10366640957,0.0478,9.9019,10.6037,3.6029,1,19.804,0.0259,
3503,600066.XSHG,600066,宇通客车,XSHG,2011/10/26,19.94,19.94,19.85,20.99,19.85,20.71,4818144,99492488,5438,0.0093,0.234682262,10766957583,10766957583,0.0386,10.2843,11.0132,3.7421,1,20.65,0.0478,
3504,600066.XSHG,600066,宇通客车,XSHG,2011/10/27,20.71,20.71,20.72,21.25,20.72,20.81,2860721,59868752,3062,0.0055,0.234682262,10818946756,10818946756,0.0048,10.334,11.0664,3.7601,1,20.928,0.0386,
3505,600066.XSHG,600066,宇通客车,XSHG,2011/10/28,20.81,20.81,21.1,21.29,20.88,21.05,3180804,67037932,4175,0.0061,0.234682262,10943720769,10943720769,0.0115,10.4531,11.194,3.8035,1,21.076,0.0048,
3506,600066.XSHG,600066,宇通客车,XSHG,2011/10/31,21.05,21.05,21.05,21.28,20.84,21.16,2761931,58273288,4151,0.0053,0.234682262,11000908859,11000908859,0.0052,10.5078,11.2525,3.8234,1,21.099,0.0115,
3507,600066.XSHG,600066,宇通客车,XSHG,2011/11/1,21.16,21.16,21,21.43,20.86,21.23,2691439,57055752,3899,0.0052,0.234682262,11037301279,11037301279,0.0033,10.5425,11.2897,3.836,1,21.199,0.0052,
3508,600066.XSHG,600066,宇通客车,XSHG,2011/11/2,21.23,21.23,20.9,21.46,20.8,21.42,2067717,43792152,2924,0.004,0.234682262,11136080707,11136080707,0.0089,10.6369,11.3907,3.8704,1,21.179,0.0033,
3509,600066.XSHG,600066,宇通客车,XSHG,2011/11/3,21.42,21.42,21.52,22.3,21.43,21.5,5664655,123400312,4807,0.0109,0.234682262,11177672045,11177672045,0.0037,10.6766,11.4333,3.8848,1,21.784,0.0089,
3510,600066.XSHG,600066,宇通客车,XSHG,2011/11/4,21.5,21.5,21.78,21.9,21,21.32,2176729,46650640,2987,0.0042,0.234682262,11084091534,11084091534,-0.0084,10.5872,11.3376,3.8523,1,21.432,0.0037,
3511,600066.XSHG,600066,宇通客车,XSHG,2011/11/7,21.32,21.32,21.07,21.66,21.07,21.33,834755,17914064,1508,0.0016,0.234682262,11089290452,11089290452,0.0005,10.5922,11.3429,3.8541,1,21.46,-0.0084,
3512,600066.XSHG,600066,宇通客车,XSHG,2011/11/8,21.33,21.33,21.65,21.65,20.7,20.85,2611408,55365792,2653,0.005,0.234682262,10839742425,10839742425,-0.0225,10.3538,11.0876,3.7674,1,21.202,0.0005,
3513,600066.XSHG,600066,宇通客车,XSHG,2011/11/9,20.85,20.85,21.4,21.99,21.11,21.28,5609539,120281712,6163,0.0108,0.234682262,11063295865,11063295865,0.0206,10.5674,11.3163,3.8451,1,21.442,-0.0225,
3514,600066.XSHG,600066,宇通客车,XSHG,2011/11/10,21.28,21.28,21.3,21.73,20.81,21.43,3997475,85576328,4867,0.0077,0.234682262,11141279624,11141279624,0.007,10.6418,11.3961,3.8722,1,21.408,0.0206,
3515,600066.XSHG,600066,宇通客车,XSHG,2011/11/11,21.43,21.43,21.45,21.6,21.21,21.26,1182159,25190788,1970,0.0023,0.234682262,11052898031,11052898031,-0.0079,10.5574,11.3057,3.8415,1,21.309,0.007,
3516,600066.XSHG,600066,宇通客车,XSHG,2011/11/14,21.26,21.26,21.4,21.89,21.4,21.87,3584347,78063768,4536,0.0069,0.234682262,11370031982,11370031982,0.0287,10.8603,11.6301,3.9517,1,21.779,-0.0079,
3517,600066.XSHG,600066,宇通客车,XSHG,2011/11/15,21.87,21.87,21.87,22.08,21.74,21.79,2056771,45049268,2141,0.004,0.234682262,11328440644,11328440644,-0.0037,10.8206,11.5875,3.9372,1,21.903,0.0287,
3518,600066.XSHG,600066,宇通客车,XSHG,2011/11/16,21.79,21.79,21.75,21.86,21.11,21.27,1891689,40357952,4351,0.0036,0.234682262,11058096948,11058096948,-0.0239,10.5624,11.311,3.8433,1,21.334,-0.0037,
3519,600066.XSHG,600066,宇通客车,XSHG,2011/11/17,21.27,21.27,21.77,21.91,21.44,21.67,4775559,103916920,4807,0.0092,0.234682262,11266053637,11266053637,0.0188,10.761,11.5237,3.9155,1,21.76,-0.0239,
3520,600066.XSHG,600066,宇通客车,XSHG,2011/11/18,21.67,21.67,21.85,22.29,21.62,22.26,10800661,237512240,9291,0.0208,0.234682262,11572789754,11572789754,0.0272,11.054,11.8374,4.0221,1,21.991,0.0188,
3521,600066.XSHG,600066,宇通客车,XSHG,2011/11/21,22.26,22.26,22.65,24,22.38,22.74,15819385,363487232,15278,0.0304,0.234682262,11822337781,11822337781,0.0216,11.2924,12.0927,4.1089,1,22.977,0.0272,
3522,600066.XSHG,600066,宇通客车,XSHG,2011/11/22,22.74,22.74,22.3,22.93,22.09,22.64,6829412,154660496,7928,0.0131,0.234682262,11770348609,11770348609,-0.0044,11.2427,12.0395,4.0908,1,22.646,0.0216,
3523,600066.XSHG,600066,宇通客车,XSHG,2011/11/23,22.64,22.64,22.9,22.97,21.88,22.09,3772142,83824200,5277,0.0073,0.234682262,11484408161,11484408161,-0.0243,10.9696,11.747,3.9914,1,22.222,-0.0044,
3524,600066.XSHG,600066,宇通客车,XSHG,2011/11/24,22.09,22.09,21.9,22.71,21.5,22.7,3754066,83345584,8919,0.0072,0.234682262,11801542112,11801542112,0.0276,11.2725,12.0714,4.1016,1,22.201,-0.0243,
3525,600066.XSHG,600066,宇通客车,XSHG,2011/11/25,22.7,22.7,22.61,22.73,22.11,22.18,2682183,59940012,7352,0.0052,0.234682262,11531198416,11531198416,-0.0229,11.0143,11.7949,4.0077,1,22.347,0.0276,
3526,600066.XSHG,600066,宇通客车,XSHG,2011/11/28,22.18,22.18,23.36,23.87,22.82,23.36,12154545,281118816,9531,0.0234,0.234682262,12144670649,12144670649,0.0532,11.6003,12.4224,4.2209,1,23.129,-0.0229,
3527,600066.XSHG,600066,宇通客车,XSHG,2011/11/29,23.36,23.36,23.32,24.8,23.27,24.27,11256820,271673760,14001,0.0217,0.234682262,12617772117,12617772117,0.039,12.0521,12.9063,4.3853,1,24.134,0.0532,
3528,600066.XSHG,600066,宇通客车,XSHG,2011/11/30,24.27,24.27,24.45,24.45,23.51,23.88,8221125,196098368,8585,0.0158,0.234682262,12415014345,12415014345,-0.0161,11.8585,12.6989,4.3149,1,23.853,0.039,
3529,600066.XSHG,600066,宇通客车,XSHG,2011/12/1,23.88,23.88,24.59,24.98,24.01,24.13,8310893,203215824,7094,0.016,0.234682262,12544987276,12544987276,0.0105,11.9826,12.8319,4.36,1,24.452,-0.0161,
3530,600066.XSHG,600066,宇通客车,XSHG,2011/12/2,24.13,24.13,23.9,24.1,23.33,23.6,3747386,88877608,3650,0.0072,0.234682262,12269444663,12269444663,-0.022,11.7194,12.55,4.2643,1,23.717,0.0105,
3531,600066.XSHG,600066,宇通客车,XSHG,2011/12/5,23.6,23.6,23.6,23.94,22.92,23.23,3365501,78373992,12360,0.0065,0.234682262,12077084725,12077084725,-0.0157,11.5357,12.3533,4.1974,1,23.287,-0.022,
3532,600066.XSHG,600066,宇通客车,XSHG,2011/12/6,23.23,23.23,23.4,23.48,22.56,23.27,3778407,86658128,10129,0.0073,0.234682262,12097880394,12097880394,0.0017,11.5556,12.3745,4.2046,1,22.935,-0.0157,
3533,600066.XSHG,600066,宇通客车,XSHG,2011/12/7,23.27,23.27,23.06,23.35,23.02,23.25,1344558,31182184,1852,0.0026,0.234682262,12087482560,12087482560,-0.0009,11.5456,12.3639,4.201,1,23.191,0.0017,
3534,600066.XSHG,600066,宇通客车,XSHG,2011/12/8,23.25,23.25,23.28,23.43,22.57,22.82,2094977,48091264,2719,0.004,0.234682262,11863929119,11863929119,-0.0185,11.3321,12.1352,4.1233,1,22.956,-0.0009,
3535,600066.XSHG,600066,宇通客车,XSHG,2011/12/9,22.82,22.82,22.7,22.82,22.49,22.58,2529503,57411152,1998,0.0049,0.234682262,11739155105,11739155105,-0.0105,11.2129,12.0076,4.08,1,22.697,-0.0185,
3536,600066.XSHG,600066,宇通客车,XSHG,2011/12/12,22.58,22.58,22.83,23.31,22.35,22.42,3667770,83099912,3656,0.0071,0.234682262,11655972430,11655972430,-0.0071,11.1335,11.9225,4.0511,1,22.657,-0.0105,
3537,600066.XSHG,600066,宇通客车,XSHG,2011/12/13,22.42,22.42,22.52,22.9,22.45,22.54,3468708,78655792,4577,0.0067,0.234682262,11718359436,11718359436,0.0054,11.1931,11.9863,4.0727,1,22.676,-0.0071,
3538,600066.XSHG,600066,宇通客车,XSHG,2011/12/14,22.54,22.54,22.74,23.08,22.32,22.7,3924935,89362392,5034,0.0075,0.234682262,11801542112,11801542112,0.0071,11.2725,12.0714,4.1016,1,22.768,0.0054,
3539,600066.XSHG,600066,宇通客车,XSHG,2011/12/15,22.7,22.7,22.71,23.25,22.5,23.11,4167150,95466336,5392,0.008,0.234682262,12014697719,12014697719,0.0181,11.4761,12.2895,4.1757,1,22.909,0.0071,
3540,600066.XSHG,600066,宇通客车,XSHG,2011/12/16,23.11,23.11,23.1,24,22.95,23.9,5984974,141042224,7829,0.0115,0.234682262,12425412180,12425412180,0.0342,11.8684,12.7096,4.3185,1,23.566,0.0181,
3541,600066.XSHG,600066,宇通客车,XSHG,2011/12/19,23.9,23.9,23.75,24.28,23.44,23.98,3787248,90079880,5379,0.0073,0.234682262,12467003518,12467003518,0.0033,11.9081,12.7521,4.3329,1,23.785,0.0342,
3542,600066.XSHG,600066,宇通客车,XSHG,2011/12/20,23.98,23.98,23.57,23.99,23.15,23.16,3535895,83103560,6134,0.0068,0.234682262,12040692305,12040692305,-0.0342,11.5009,12.316,4.1848,1,23.503,0.0033,
3543,600066.XSHG,600066,宇通客车,XSHG,2011/12/21,23.16,23.16,23.2,23.94,23.16,23.2,3269663,77055728,3627,0.0063,0.234682262,12061487974,12061487974,0.0017,11.5208,12.3373,4.192,1,23.567,-0.0342,
3544,600066.XSHG,600066,宇通客车,XSHG,2011/12/22,23.2,23.2,23.02,23.59,23,23.45,3578769,83282400,8150,0.0069,0.234682262,12191460904,12191460904,0.0108,11.6449,12.4703,4.2372,1,23.271,0.0017,
3545,600066.XSHG,600066,宇通客车,XSHG,2011/12/23,23.45,23.45,23.45,23.82,23.28,23.6,3138210,73863384,2654,0.006,0.234682262,12269444663,12269444663,0.0064,11.7194,12.55,4.2643,1,23.537,0.0108,
3546,600066.XSHG,600066,宇通客车,XSHG,2011/12/26,23.6,23.6,23.55,24.19,23.21,23.8,3569232,85342880,3572,0.0069,0.234682262,12373423007,12373423007,0.0085,11.8188,12.6564,4.3004,1,23.911,0.0064,
3547,600066.XSHG,600066,宇通客车,XSHG,2011/12/27,23.8,23.8,23.85,24.04,23.44,23.46,2273198,53954008,2753,0.0044,0.234682262,12196659822,12196659822,-0.0143,11.6499,12.4756,4.239,1,23.735,0.0085,
3548,600066.XSHG,600066,宇通客车,XSHG,2011/12/28,23.46,23.46,23.5,23.6,22.11,23.25,3664814,84035944,3933,0.007,0.234682262,12087482560,12087482560,-0.009,11.5456,12.3639,4.201,1,22.93,-0.0143,
3549,600066.XSHG,600066,宇通客车,XSHG,2011/12/29,23.25,23.25,23,23.32,22.38,23.06,3445843,79169704,2796,0.0066,0.234682262,11988703132,11988703132,-0.0082,11.4513,12.2629,4.1667,1,22.975,-0.009,
3550,600066.XSHG,600066,宇通客车,XSHG,2011/12/30,23.06,23.06,22.92,23.82,22.92,23.66,5693333,133954656,3227,0.011,0.234682262,12300638166,12300638166,0.026,11.7492,12.5819,4.2751,1,23.528,-0.0082,
3551,600066.XSHG,600066,宇通客车,XSHG,2012/1/4,23.66,23.66,24,24.05,22.86,23.24,3931102,92031320,4164,0.0076,0.234682262,12082283643,12082283643,-0.0178,10.227,10.227,3.6249,1,23.411,0.026,
3552,600066.XSHG,600066,宇通客车,XSHG,2012/1/5,23.24,23.24,23,23.7,22.91,23.04,5408614,126050080,3697,0.0104,0.234682262,11978305298,11978305298,-0.0086,10.139,10.139,3.5937,1,23.305,-0.0178,
3553,600066.XSHG,600066,宇通客车,XSHG,2012/1/6,23.04,23.04,22.98,23.18,22,22.61,3731330,84413888,4404,0.0072,0.234682262,11754751857,11754751857,-0.0187,9.9498,9.9498,3.5266,1,22.623,-0.0086,
3554,600066.XSHG,600066,宇通客车,XSHG,2012/1/9,22.61,22.61,22.74,23.35,22.27,23.34,4094932,93736400,6654,0.0079,0.234682262,12134272815,12134272815,0.0323,10.271,10.271,3.6405,1,22.891,-0.0187,
3555,600066.XSHG,600066,宇通客车,XSHG,2012/1/10,23.34,23.34,23.5,24.11,23.3,24.06,5495161,130559744,8149,0.0106,0.234682262,12508594855,12508594855,0.0308,10.5879,10.5879,3.7528,1,23.759,0.0323,
3556,600066.XSHG,600066,宇通客车,XSHG,2012/1/11,24.06,24.06,24.23,24.73,24.1,24.44,6555394,160451008,7749,0.0126,0.234682262,12706153710,12706153710,0.0158,10.7551,10.7551,3.812,1,24.476,0.0308,
3557,600066.XSHG,600066,宇通客车,XSHG,2012/1/12,24.44,24.44,24.41,24.65,23.91,24.45,3665537,89033872,4917,0.0071,0.234682262,12711352627,12711352627,0.0004,10.7595,10.7595,3.8136,1,24.289,0.0158,
3558,600066.XSHG,600066,宇通客车,XSHG,2012/1/13,24.45,24.45,24.4,24.6,23.78,23.97,2977559,71753496,4926,0.0057,0.234682262,12461804600,12461804600,-0.0196,10.5483,10.5483,3.7387,1,24.098,0.0004,
3559,600066.XSHG,600066,宇通客车,XSHG,2012/1/16,23.97,23.97,24,24.05,23.21,23.4,2713884,63938184,3213,0.0052,0.234682262,12165466318,12165466318,-0.0238,10.2975,10.2975,3.6498,1,23.56,-0.0196,
3560,600066.XSHG,600066,宇通客车,XSHG,2012/1/17,23.4,23.4,23.3,24.4,23.13,24.3,2936168,70212976,4398,0.0056,0.234682262,12633368869,12633368869,0.0385,10.6935,10.6935,3.7902,1,23.913,-0.0238,
3561,600066.XSHG,600066,宇通客车,XSHG,2012/1/18,24.3,24.3,24.31,24.96,23.82,24.06,3900503,95486696,5755,0.0075,0.234682262,12508594855,12508594855,-0.0099,10.5879,10.5879,3.7528,1,24.481,0.0385,
3562,600066.XSHG,600066,宇通客车,XSHG,2012/1/19,24.06,24.06,24.06,24.78,24.04,24.7,3479948,85098536,5184,0.0067,0.234682262,12841325558,12841325558,0.0266,10.8695,10.8695,3.8526,1,24.454,-0.0099,
3563,600066.XSHG,600066,宇通客车,XSHG,2012/1/20,24.7,24.7,24.75,24.98,24.31,24.73,3124823,77073936,4226,0.006,0.234682262,12856922310,12856922310,0.0012,10.8827,10.8827,3.8573,1,24.665,0.0266,
3564,600066.XSHG,600066,宇通客车,XSHG,2012/1/30,24.73,24.73,24.95,25.99,24.51,25.08,5149916,130213416,7314,0.0099,0.234682262,13038884413,13038884413,0.0142,11.0368,11.0368,3.9119,1,25.285,0.0012,
3565,600066.XSHG,600066,宇通客车,XSHG,2012/1/31,25.08,25.08,25.09,25.33,24.6,24.7,3011735,74819240,3678,0.0058,0.234682262,12841325558,12841325558,-0.0152,10.8695,10.8695,3.8526,1,24.843,0.0142,
3566,600066.XSHG,600066,宇通客车,XSHG,2012/2/1,24.7,24.7,24.73,25.19,24.29,24.87,3976999,98755624,4230,0.0076,0.234682262,12929707151,12929707151,0.0069,10.9443,10.9443,3.8791,1,24.832,-0.0152,
3567,600066.XSHG,600066,宇通客车,XSHG,2012/2/2,24.87,24.87,25,25.66,24.89,25.64,4180193,106092272,5989,0.008,0.234682262,13330023778,13330023778,0.031,11.2832,11.2832,3.9992,1,25.38,0.0069,
3568,600066.XSHG,600066,宇通客车,XSHG,2012/2/3,25.64,25.64,25.64,25.78,25.26,25.49,3749706,95456128,4500,0.0072,0.234682262,13252040019,13252040019,-0.0059,11.2172,11.2172,3.9758,1,25.457,0.031,
3569,600066.XSHG,600066,宇通客车,XSHG,2012/2/6,25.49,25.49,25.48,25.8,25.3,25.75,4473628,114379264,3850,0.0086,0.234682262,13387211867,13387211867,0.0102,11.3316,11.3316,4.0164,1,25.567,-0.0059,
3570,600066.XSHG,600066,宇通客车,XSHG,2012/2/7,25.75,25.75,25.6,25.6,24.76,25.09,3209655,80386872,4740,0.0062,0.234682262,13044083330,13044083330,-0.0256,11.0412,11.0412,3.9134,1,25.045,0.0102,
3571,600066.XSHG,600066,宇通客车,XSHG,2012/2/8,25.09,25.09,24.7,24.86,23.76,24.61,12452955,302578400,14457,0.024,0.234682262,12794535303,12794535303,-0.0191,10.8299,10.8299,3.8386,1,24.298,-0.0256,
3572,600066.XSHG,600066,宇通客车,XSHG,2012/2/9,24.61,24.61,24.31,24.85,24.22,24.79,8335938,204717616,11433,0.016,0.234682262,12888115813,12888115813,0.0073,10.9091,10.9091,3.8666,1,24.558,-0.0191,
3573,600066.XSHG,600066,宇通客车,XSHG,2012/2/10,24.79,24.79,24.65,24.8,24.35,24.6,8014099,197163440,10698,0.0154,0.234682262,12789336386,12789336386,-0.0077,10.8255,10.8255,3.837,1,24.602,0.0073,
3574,600066.XSHG,600066,宇通客车,XSHG,2012/2/13,24.6,24.6,0,0,0,24.6,0,0,0,0,0.234682262,12789336386,12789336386,0,10.8255,10.8255,3.837,0,0,-0.0077,
3575,600066.XSHG,600066,宇通客车,XSHG,2012/2/14,24.6,24.6,0,0,0,24.6,0,0,0,0,0.234682262,12789336386,12789336386,0,10.8255,10.8255,3.837,0,0,0,
3576,600066.XSHG,600066,宇通客车,XSHG,2012/2/15,24.6,24.6,0,0,0,24.6,0,0,0,0,0.234682262,12789336386,12789336386,0,10.8255,10.8255,3.837,0,0,0,
3577,600066.XSHG,600066,宇通客车,XSHG,2012/2/16,24.6,24.6,0,0,0,24.6,0,0,0,0,0.234682262,12789336386,12789336386,0,10.8255,10.8255,3.837,0,0,0,
3578,600066.XSHG,600066,宇通客车,XSHG,2012/2/17,24.6,24.6,0,0,0,24.6,0,0,0,0,0.234682262,12789336386,12789336386,0,10.8255,10.8255,3.837,0,0,0,
3579,600066.XSHG,600066,宇通客车,XSHG,2012/2/20,24.6,24.6,0,0,0,24.6,0,0,0,0,0.234682262,12789336386,12789336386,0,10.8255,10.8255,3.837,0,0,0,
3580,600066.XSHG,600066,宇通客车,XSHG,2012/2/21,22.24,24.6,22.8,23.34,22.5,23.11,10111334,231881296,8769,0.015,0.259585589,15568296235,15568296235,0.0391,13.1778,13.1778,4.6707,1,22.933,0,
3581,600066.XSHG,600066,宇通客车,XSHG,2012/2/22,23.11,23.11,23.11,23.88,22.9,23.75,8758798,206000784,7966,0.013,0.259585589,15999439013,15999439013,0.0277,13.5427,13.5427,4.8001,1,23.519,0.0391,
3582,600066.XSHG,600066,宇通客车,XSHG,2012/2/23,23.75,23.75,23.75,23.82,23.31,23.55,5263272,123658672,5916,0.0078,0.259585589,15864706895,15864706895,-0.0084,13.4287,13.4287,4.7597,1,23.495,0.0277,
3583,600066.XSHG,600066,宇通客车,XSHG,2012/2/24,23.55,23.55,23.54,23.99,23.33,23.45,8000404,188515216,7373,0.0119,0.259585589,15797340836,15797340836,-0.0042,13.3717,13.3717,4.7394,1,23.563,-0.0084,
3584,600066.XSHG,600066,宇通客车,XSHG,2012/2/27,23.45,23.45,23.43,24.05,23.09,23.76,17179216,405817632,18455,0.0255,0.259585589,16006175618,16006175618,0.0132,13.5484,13.5484,4.8021,1,23.623,-0.0042,
