,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap,prechgPct,chgPct
1588,600066.XSHG,600066,宇通客车,XSHG,2003/12/5,12.26,12.26,12.26,12.3,12.15,12.26,360174,4408269,,0.0038,0.039435711,1149045709,1676232084,0,,,2.6402,1,,0.0174,
1589,600066.XSHG,600066,宇通客车,XSHG,2003/12/8,12.26,12.26,12.27,12.29,12.01,12.02,484415,5863917,,0.0052,0.039435711,1126552155,1643418405,-0.0196,,,2.5885,1,,0,
1590,600066.XSHG,600066,宇通客车,XSHG,2003/12/9,12.02,12.02,12,12.05,11.9,12.02,570305,6824418,,0.0061,0.039435711,1126552155,1643418405,0,,,2.5885,1,,-0.0196,
1591,600066.XSHG,600066,宇通客车,XSHG,2003/12/10,12.02,12.02,12.03,12.1,11.96,12.01,669770,8060008,,0.0071,0.039435711,1125614923,1642051169,-0.0008,,,2.5863,1,,0,
1592,600066.XSHG,600066,宇通客车,XSHG,2003/12/11,12.01,12.01,12.08,12.52,12.01,12.5,1011395,12489883,,0.0108,0.039435711,1171539263,1709045763,0.0408,,,2.6918,1,,-0.0008,
1593,600066.XSHG,600066,宇通客车,XSHG,2003/12/12,12.5,12.5,12.5,12.55,12.38,12.52,699408,8708462,,0.0075,0.039435711,1173413725,1711780236,0.0016,,,2.6962,1,,0.0408,
1594,600066.XSHG,600066,宇通客车,XSHG,2003/12/15,12.52,12.52,12.5,12.52,12.38,12.5,310025,3868689,,0.0033,0.039435711,1171539263,1709045763,-0.0016,,,2.6918,1,,0.0016,
1595,600066.XSHG,600066,宇通客车,XSHG,2003/12/16,12.5,12.5,12.48,12.74,12.45,12.71,1013728,12783443,,0.0108,0.039435711,1191221122,1737757731,0.0168,,,2.7371,1,,-0.0016,
1596,600066.XSHG,600066,宇通客车,XSHG,2003/12/17,12.71,12.71,12.7,12.81,12.59,12.6,437621,5563184,,0.0047,0.039435711,1180911577,1722718129,-0.0087,,,2.7134,1,,0.0168,
1597,600066.XSHG,600066,宇通客车,XSHG,2003/12/18,12.6,12.6,12.6,12.62,12.47,12.53,349064,4373462,,0.0037,0.039435711,1174350957,1713147472,-0.0056,,,2.6983,1,,-0.0087,
1598,600066.XSHG,600066,宇通客车,XSHG,2003/12/19,12.53,12.53,12.52,12.85,12.52,12.72,707621,8959390,,0.0076,0.039435711,1192158354,1739124968,0.0152,,,2.7392,1,,-0.0056,
1599,600066.XSHG,600066,宇通客车,XSHG,2003/12/22,12.72,12.72,12.72,13.25,12.7,13.25,1151272,14966865,,0.0123,0.039435711,1241831618,1811588508,0.0417,,,2.8534,1,,0.0152,
1600,600066.XSHG,600066,宇通客车,XSHG,2003/12/23,13.25,13.25,13.17,13.45,13.17,13.39,751302,10021775,,0.008,0.039435711,1254952858,1830729821,0.0106,,,2.8835,1,,0.0417,
1601,600066.XSHG,600066,宇通客车,XSHG,2003/12/24,13.39,13.39,13.25,13.6,13.21,13.45,846459,11391535,,0.009,0.039435711,1260576246,1838933240,0.0045,,,2.8964,1,,0.0106,
1602,600066.XSHG,600066,宇通客车,XSHG,2003/12/25,13.45,13.45,13.45,13.66,13.2,13.54,625451,8320851,,0.0067,0.039435711,1269011329,1851238370,0.0067,,,2.9158,1,,0.0045,
1603,600066.XSHG,600066,宇通客车,XSHG,2003/12/26,13.54,13.54,13.59,13.95,13.48,13.7,478559,6565093,,0.0051,0.039435711,1284007032,1873114156,0.0118,,,2.9503,1,,0.0067,
1604,600066.XSHG,600066,宇通客车,XSHG,2003/12/29,13.7,13.7,13.5,13.55,13.23,13.51,262392,3526593,,0.0028,0.039435711,1266199635,1847136660,-0.0139,,,2.9093,1,,0.0118,
1605,600066.XSHG,600066,宇通客车,XSHG,2003/12/30,13.51,13.51,13.44,13.69,13.42,13.66,308231,4179986,,0.0033,0.039435711,1280258106,1867645209,0.0111,,,2.9416,1,,-0.0139,
1606,600066.XSHG,600066,宇通客车,XSHG,2003/12/31,13.66,13.66,13.66,14.1,13.46,13.63,771100,10579859,,0.0082,0.039435711,1277446412,1863543499,-0.0022,,,2.9352,1,,0.0111,
1607,600066.XSHG,600066,宇通客车,XSHG,2004/1/2,13.63,13.63,13.56,13.78,13.5,13.5,451860,6132516,267,0.0048,0.039435711,1265262404,1845769424,-0.0095,,,2.9072,1,,-0.0022,
1608,600066.XSHG,600066,宇通客车,XSHG,2004/1/5,13.5,13.5,13.71,13.71,13.36,13.6,354217,4803922,335,0.0038,0.039435711,1274634718,1859441790,0.0074,,,2.9287,1,,-0.0095,
1609,600066.XSHG,600066,宇通客车,XSHG,2004/1/6,13.6,13.6,13.6,13.8,13.53,13.79,584791,7968380,521,0.0062,0.039435711,1292442114,1885419285,0.014,,,2.9696,1,,0.0074,
1610,600066.XSHG,600066,宇通客车,XSHG,2004/1/7,13.79,13.79,13.85,14.15,13.82,13.98,487483,6837026,521,0.0052,0.039435711,1310249511,1911396781,0.0138,,,3.0106,1,,0.014,
1611,600066.XSHG,600066,宇通客车,XSHG,2004/1/8,13.98,13.98,14,14.05,13.79,13.94,749734,10371510,394,0.008,0.039435711,1306500586,1905927834,-0.0029,,,3.0019,1,,0.0138,
1612,600066.XSHG,600066,宇通客车,XSHG,2004/1/9,13.94,13.94,13.94,14.25,13.75,13.79,620824,8694378,504,0.0066,0.039435711,1292442114,1885419285,-0.0108,,,2.9696,1,,-0.0029,
1613,600066.XSHG,600066,宇通客车,XSHG,2004/1/12,13.79,13.79,0,0,0,13.79,0,0,0,0,0.039435711,1292442114,1885419285,0,,,2.9696,0,,-0.0108,
1614,600066.XSHG,600066,宇通客车,XSHG,2004/1/13,13.79,13.79,13.85,14.6,13.85,14.32,1328532,19059908,725,0.0142,0.039435711,1342115379,1957882826,0.0384,,,3.0838,1,,0,
1615,600066.XSHG,600066,宇通客车,XSHG,2004/1/14,14.32,14.32,14.4,14.45,14.09,14.21,489858,6976606,377,0.0052,0.039435711,1331805834,1942843223,-0.0077,,,3.0601,1,,0.0384,
1616,600066.XSHG,600066,宇通客车,XSHG,2004/1/15,14.21,14.21,14.26,14.92,14.19,14.6,1258144,18456992,894,0.0134,0.039435711,1368357859,1996165451,0.0274,,,3.1441,1,,-0.0077,
1617,600066.XSHG,600066,宇通客车,XSHG,2004/1/16,14.6,14.6,14.6,14.88,14.56,14.85,675661,9953873,561,0.0072,0.039435711,1391788644,2030346366,0.0171,,,3.1979,1,,0.0274,
1618,600066.XSHG,600066,宇通客车,XSHG,2004/1/29,14.85,14.85,14.85,15.7,14.71,15.45,2131634,33062104,1314,0.0227,0.039435711,1448022528,2112380562,0.0404,,,3.3271,1,,0.0171,
1619,600066.XSHG,600066,宇通客车,XSHG,2004/1/30,15.45,15.45,15.5,15.5,14.85,14.9,1531296,23169760,994,0.0163,0.039435711,1396474801,2037182549,-0.0356,,,3.2087,1,,0.0404,
1620,600066.XSHG,600066,宇通客车,XSHG,2004/2/2,14.9,14.9,15.01,15.6,14.76,14.86,1743681,26058796,830,0.0186,0.039435711,1392725875,2031713602,-0.0027,,,3.2001,1,,-0.0356,
1621,600066.XSHG,600066,宇通客车,XSHG,2004/2/3,14.86,14.86,14.91,15.4,14.87,15.25,1540451,23375826,913,0.0164,0.039435711,1429277900,2085035830,0.0262,,,3.2841,1,,-0.0027,
1622,600066.XSHG,600066,宇通客车,XSHG,2004/2/4,15.25,15.25,15.3,16.03,15.27,15.98,4500005,70808976,2475,0.048,0.039435711,1497695793,2184844103,0.0479,,,3.4413,1,,0.0262,
1623,600066.XSHG,600066,宇通客车,XSHG,2004/2/5,15.98,15.98,16,16.1,15.75,15.9,1930548,30736312,819,0.0206,0.039435711,1490197942,2173906210,-0.005,,,3.424,1,,0.0479,
1624,600066.XSHG,600066,宇通客车,XSHG,2004/2/6,15.9,15.9,15.85,16,15.67,15.86,1003148,15907135,603,0.0107,0.039435711,1486449016,2168437263,-0.0025,,,3.4154,1,,-0.005,
1625,600066.XSHG,600066,宇通客车,XSHG,2004/2/9,15.86,15.86,15.95,16.68,15.76,16.64,1997090,32626716,1242,0.0213,0.039435711,1559553066,2275081719,0.0492,,,3.5834,1,,-0.0025,
1626,600066.XSHG,600066,宇通客车,XSHG,2004/2/10,16.64,16.64,16.56,16.98,16.5,16.76,1347989,22529004,785,0.0144,0.039435711,1570799843,2291488558,0.0072,,,3.6092,1,,0.0492,
1627,600066.XSHG,600066,宇通客车,XSHG,2004/2/11,16.76,16.76,16.6,16.95,16.59,16.77,1029861,17319076,708,0.011,0.039435711,1571737075,2292855795,0.0006,,,3.6114,1,,0.0072,
1628,600066.XSHG,600066,宇通客车,XSHG,2004/2/12,16.77,16.77,16.87,16.91,16.65,16.73,435836,7304275,446,0.0047,0.039435711,1567988149,2287386849,-0.0024,,,3.6028,1,,0.0006,
1629,600066.XSHG,600066,宇通客车,XSHG,2004/2/13,16.73,16.73,16.73,16.73,16.2,16.45,1366692,22440692,780,0.0146,0.039435711,1541745669,2249104223,-0.0167,,,3.5425,1,,-0.0024,
1630,600066.XSHG,600066,宇通客车,XSHG,2004/2/16,16.45,16.45,16.43,16.56,16.35,16.49,936197,15422435,462,0.01,0.039435711,1545494595,2254573170,0.0024,,,3.5511,1,,-0.0167,
1631,600066.XSHG,600066,宇通客车,XSHG,2004/2/17,16.49,16.49,16.5,16.8,16.4,16.7,2577417,42916228,831,0.0275,0.039435711,1565176455,2283285139,0.0127,,,3.5963,1,,0.0024,
1632,600066.XSHG,600066,宇通客车,XSHG,2004/2/18,16.7,16.7,16.8,17.1,16.7,17.02,1028410,17416648,871,0.011,0.039435711,1595167860,2327036710,0.0192,,,3.6652,1,,0.0127,
1633,600066.XSHG,600066,宇通客车,XSHG,2004/2/19,17.02,17.02,17,17.32,16.91,17,727132,12436444,,0.0078,0.039435711,1593293397,2324302237,-0.0012,,,3.6609,1,,0.0192,
1634,600066.XSHG,600066,宇通客车,XSHG,2004/2/20,17,17,17,17.04,16.81,16.82,258583,4370250,326,0.0028,0.039435711,1576423232,2299691978,-0.0106,,,3.6221,1,,-0.0012,
1635,600066.XSHG,600066,宇通客车,XSHG,2004/2/23,16.82,16.82,16.88,17.38,16.5,16.78,1451116,24719480,1117,0.0155,0.039435711,1572674306,2294223032,-0.0024,,,3.6135,1,,-0.0106,
1636,600066.XSHG,600066,宇通客车,XSHG,2004/2/24,16.78,16.78,16.78,16.87,16.4,16.51,1119461,18524876,702,0.0119,0.039435711,1547369058,2257307643,-0.0161,,,3.5554,1,,-0.0024,
1637,600066.XSHG,600066,宇通客车,XSHG,2004/2/25,16.51,16.51,16.61,16.9,16.48,16.5,812537,13609006,552,0.0087,0.039435711,1546431827,2255940407,-0.0006,,,3.5532,1,,-0.0161,
1638,600066.XSHG,600066,宇通客车,XSHG,2004/2/26,16.5,16.5,16.4,16.56,16.3,16.55,762381,12532077,565,0.0081,0.039435711,1551117984,2262776590,0.003,,,3.564,1,,-0.0006,
1639,600066.XSHG,600066,宇通客车,XSHG,2004/2/27,16.55,16.55,16.58,17.32,16.58,17.14,2052254,35092304,1521,0.0219,0.039435711,1606414637,2343443550,0.0356,,,3.6911,1,,0.003,
1640,600066.XSHG,600066,宇通客车,XSHG,2004/3/1,17.14,17.14,17.5,17.8,17.26,17.42,1761942,30839124,1511,0.0188,0.039435711,1632657116,2381726175,0.0163,,,3.7514,1,,0.0356,
1641,600066.XSHG,600066,宇通客车,XSHG,2004/3/2,17.42,17.42,17.85,17.85,16.5,17.21,1697531,29122316,1209,0.0181,0.039435711,1612975257,2353014206,-0.0121,,,3.7061,1,,0.0163,
1642,600066.XSHG,600066,宇通客车,XSHG,2004/3/3,17.21,17.21,17.23,17.55,17.08,17.42,2780768,48277020,1076,0.0297,0.039435711,1632657116,2381726175,0.0122,,,3.7514,1,,-0.0121,
1643,600066.XSHG,600066,宇通客车,XSHG,2004/3/4,17.42,17.42,17.3,17.55,17.2,17.52,907132,15800006,631,0.0097,0.039435711,1642029430,2395398541,0.0057,,,3.7729,1,,0.0122,
1644,600066.XSHG,600066,宇通客车,XSHG,2004/3/5,17.52,17.52,17.51,17.6,17.45,17.48,668298,11692410,427,0.0071,0.039435711,1638280505,2389929594,-0.0023,,,3.7643,1,,0.0057,
1645,600066.XSHG,600066,宇通客车,XSHG,2004/3/8,17.48,17.48,17.48,17.58,17.2,17.21,617140,10724484,359,0.0066,0.039435711,1612975257,2353014206,-0.0154,,,3.7061,1,,-0.0023,
1646,600066.XSHG,600066,宇通客车,XSHG,2004/3/9,17.21,17.21,17.2,17.33,17.12,17.21,309367,5330495,252,0.0033,0.039435711,1612975257,2353014206,0,,,3.7061,1,,-0.0154,
1647,600066.XSHG,600066,宇通客车,XSHG,2004/3/10,17.21,17.21,17.3,17.49,17.18,17.44,375749,6518389,260,0.004,0.039435711,1634531579,2384460648,0.0134,,,3.7557,1,,0,
1648,600066.XSHG,600066,宇通客车,XSHG,2004/3/11,17.44,17.44,17.4,17.7,17.21,17.65,699998,12287877,574,0.0075,0.039435711,1654213439,2413172617,0.012,,,3.8009,1,,0.0134,
1649,600066.XSHG,600066,宇通客车,XSHG,2004/3/12,17.65,17.65,17.7,17.8,17.58,17.72,615393,10873384,495,0.0066,0.039435711,1660774059,2422743273,0.004,,,3.816,1,,0.012,
1650,600066.XSHG,600066,宇通客车,XSHG,2004/3/15,17.72,17.72,17.82,18,17.6,17.9,825512,14746415,680,0.0088,0.039435711,1677644224,2447353532,0.0102,,,3.8547,1,,0.004,
1651,600066.XSHG,600066,宇通客车,XSHG,2004/3/16,17.9,17.9,18,18.32,17.9,18.3,1091399,19786318,936,0.0116,0.039435711,1715133480,2502042996,0.0223,,,3.9409,1,,0.0102,
1652,600066.XSHG,600066,宇通客车,XSHG,2004/3/17,18.3,18.3,18.35,18.36,18.1,18.18,577140,10517167,452,0.0062,0.039435711,1703886703,2485636157,-0.0066,,,3.915,1,,0.0223,
1653,600066.XSHG,600066,宇通客车,XSHG,2004/3/18,18.18,18.18,18.15,18.2,17.99,18.1,851617,15390084,483,0.0091,0.039435711,1696388852,2474698264,-0.0044,,,3.8978,1,,-0.0066,
1654,600066.XSHG,600066,宇通客车,XSHG,2004/3/19,18.1,18.1,18.05,18.34,18,18.29,1366431,24872332,453,0.0146,0.039435711,1714196249,2500675760,0.0105,,,3.9387,1,,-0.0044,
1655,600066.XSHG,600066,宇通客车,XSHG,2004/3/22,18.29,18.29,18.29,18.29,18.05,18.19,798727,14471487,451,0.0085,0.039435711,1704823935,2487003394,-0.0055,,,3.9172,1,,0.0105,
1656,600066.XSHG,600066,宇通客车,XSHG,2004/3/23,18.19,18.19,18.15,18.15,17.44,17.77,1058331,18647640,776,0.0113,0.039435711,1665460216,2429579456,-0.0231,,,3.8267,1,,-0.0055,
1657,600066.XSHG,600066,宇通客车,XSHG,2004/3/24,17.77,17.77,17.75,18,17.53,17.9,1148777,20458416,435,0.0123,0.039435711,1677644224,2447353532,0.0073,,,3.8547,1,,-0.0231,
1658,600066.XSHG,600066,宇通客车,XSHG,2004/3/25,17.9,17.9,17.9,17.99,17.58,17.75,1054899,18652792,341,0.0113,0.039435711,1663585753,2426844983,-0.0084,,,3.8224,1,,0.0073,
1659,600066.XSHG,600066,宇通客车,XSHG,2004/3/26,17.75,17.75,17.73,18,17.63,17.95,329470,5844001,343,0.0035,0.039435711,1682330381,2454189715,0.0113,,,3.8655,1,,-0.0084,
1660,600066.XSHG,600066,宇通客车,XSHG,2004/3/29,17.95,17.95,17.93,17.94,17.73,17.8,173671,3092491,183,0.0019,0.039435711,1668271910,2433681166,-0.0084,,,3.8332,1,,0.0113,
1661,600066.XSHG,600066,宇通客车,XSHG,2004/3/30,17.8,17.8,17.8,17.98,17.6,17.89,408698,7232071,247,0.0044,0.039435711,1676706992,2445986295,0.0051,,,3.8526,1,,-0.0084,
1662,600066.XSHG,600066,宇通客车,XSHG,2004/3/31,17.89,17.89,17.85,17.98,17.72,17.97,325258,5799645,321,0.0035,0.039435711,1684204844,2456924188,0.0045,,,3.8698,1,,0.0051,
1663,600066.XSHG,600066,宇通客车,XSHG,2004/4/1,17.97,17.97,18.04,18.05,17.77,17.9,726847,13001427,329,0.0078,0.039435711,1677644224,2447353532,-0.0039,,,3.8547,1,,0.0045,
1664,600066.XSHG,600066,宇通客车,XSHG,2004/4/2,17.9,17.9,18,18.1,17.81,17.96,1328907,23845520,762,0.0142,0.039435711,1683267612,2455556952,0.0034,,,3.8676,1,,-0.0039,
1665,600066.XSHG,600066,宇通客车,XSHG,2004/4/5,17.96,17.96,0,0,0,17.96,0,0,0,0,0.039435711,1683267612,2455556952,0,,,3.8676,0,,0.0034,
1666,600066.XSHG,600066,宇通客车,XSHG,2004/4/6,17.96,17.96,18.27,18.5,17.79,17.92,1210444,21729224,996,0.0129,0.039435711,1679518687,2450088005,-0.0022,,,3.859,1,,0,
1667,600066.XSHG,600066,宇通客车,XSHG,2004/4/7,17.92,17.92,17.95,18.12,17.72,17.77,917418,16435834,826,0.0098,0.039435711,1665460216,2429579456,-0.0084,,,3.8267,1,,-0.0022,
1668,600066.XSHG,600066,宇通客车,XSHG,2004/4/8,17.77,17.77,17.79,17.86,17.43,17.44,974500,17103336,975,0.0104,0.039435711,1634531579,2384460648,-0.0186,,,3.7557,1,,-0.0084,
1669,600066.XSHG,600066,宇通客车,XSHG,2004/4/9,17.44,17.44,17.6,17.87,17.12,17.24,2128883,37263160,1755,0.0227,0.039435711,1615786951,2357115916,-0.0115,,,3.7126,1,,-0.0186,
1670,600066.XSHG,600066,宇通客车,XSHG,2004/4/12,17.24,17.24,17,17.25,16.9,17.12,1241683,21165948,998,0.0132,0.039435711,1604540174,2340709076,-0.007,,,3.6868,1,,-0.0115,
1671,600066.XSHG,600066,宇通客车,XSHG,2004/4/13,17.12,17.12,17.01,17.22,16.88,16.9,801327,13661612,878,0.0085,0.039435711,1583921083,2310629871,-0.0129,,,3.6394,1,,-0.007,
1672,600066.XSHG,600066,宇通客车,XSHG,2004/4/14,16.9,16.9,17,17.05,16.42,16.78,648093,10857293,962,0.0069,0.039435711,1572674306,2294223032,-0.0071,,,3.6135,1,,-0.0129,
1673,600066.XSHG,600066,宇通客车,XSHG,2004/4/15,10.92,16.78,10.93,11.03,10.74,10.75,293185,3180114,374,0.0021,0.060598098,1511285654,2204669039,-0.0156,,,2.315,1,,-0.0071,
1674,600066.XSHG,600066,宇通客车,XSHG,2004/4/16,10.75,10.75,10.69,10.75,10.25,10.46,936718,9787532,837,0.0067,0.060598098,1470516088,2145194246,-0.027,,,2.2525,1,,-0.0156,
1675,600066.XSHG,600066,宇通客车,XSHG,2004/4/19,10.46,10.46,10.46,10.72,10.33,10.58,336754,3566253,409,0.0024,0.060598098,1487386253,2169804505,0.0115,,,2.2784,1,,-0.027,
1676,600066.XSHG,600066,宇通客车,XSHG,2004/4/20,10.58,10.58,10.55,10.69,10.45,10.53,436002,4607313,300,0.0031,0.060598098,1480357017,2159550231,-0.0047,,,2.2676,1,,0.0115,
1677,600066.XSHG,600066,宇通客车,XSHG,2004/4/21,10.53,10.53,10.5,10.65,10.36,10.41,261738,2739100,304,0.0019,0.060598098,1463486852,2134939972,-0.0114,,,2.2418,1,,-0.0047,
1678,600066.XSHG,600066,宇通客车,XSHG,2004/4/22,10.41,10.41,10.46,10.55,10.22,10.37,421968,4359074,431,0.003,0.060598098,1457863463,2126736552,-0.0038,,,2.2332,1,,-0.0114,
1679,600066.XSHG,600066,宇通客车,XSHG,2004/4/23,10.37,10.37,10.32,10.58,9.78,9.85,1818600,18180172,1122,0.0129,0.060598098,1384759413,2020092096,-0.0501,,,2.1212,1,,-0.0038,
1680,600066.XSHG,600066,宇通客车,XSHG,2004/4/26,9.85,9.85,9.81,9.88,9.56,9.62,679948,6604232,502,0.0048,0.060598098,1352424929,1972922433,-0.0234,,20.2044,2.0716,1,,-0.0501,
1681,600066.XSHG,600066,宇通客车,XSHG,2004/4/27,9.62,9.62,9.6,9.78,9.38,9.5,1124256,10678796,604,0.008,0.060598098,1335554764,1948312174,-0.0125,,19.9524,2.0458,1,,-0.0234,
1682,600066.XSHG,600066,宇通客车,XSHG,2004/4/28,9.5,9.5,9.5,9.67,9.41,9.56,435328,4155362,374,0.0031,0.060598098,1343989847,1960617304,0.0063,,20.0784,2.0587,1,,-0.0125,
1683,600066.XSHG,600066,宇通客车,XSHG,2004/4/29,9.56,9.56,9.65,9.65,9.48,9.5,1240117,11811946,495,0.0088,0.060598098,1335554764,1948312174,-0.0063,,19.9524,2.0458,1,,0.0063,
1684,600066.XSHG,600066,宇通客车,XSHG,2004/4/30,9.5,9.5,9.55,9.7,9.45,9.61,1263546,12060661,478,0.009,0.060598098,1351019082,1970871578,0.0116,,20.1834,2.0695,1,,-0.0063,
1685,600066.XSHG,600066,宇通客车,XSHG,2004/5/10,9.61,9.61,9.81,9.85,9.5,9.59,322623,3101672,237,0.0023,0.060598098,1348207388,1966769868,-0.0021,,20.1414,2.0652,1,,0.0116,
1686,600066.XSHG,600066,宇通客车,XSHG,2004/5/11,9.59,9.59,9.6,9.79,9.56,9.78,728737,7079555,388,0.0052,0.060598098,1374918483,2005736112,0.0198,,20.5405,2.1061,1,,-0.0021,
1687,600066.XSHG,600066,宇通客车,XSHG,2004/5/12,9.78,9.78,9.83,10.16,9.72,10.1,558831,5546903,458,0.004,0.060598098,1419905591,2071363469,0.0327,,21.2125,2.175,1,,0.0198,
1688,600066.XSHG,600066,宇通客车,XSHG,2004/5/13,10.1,10.1,10.18,10.2,9.94,10.18,362880,3648280,350,0.0026,0.060598098,1431152368,2087770309,0.0079,,21.3806,2.1922,1,,0.0327,
1689,600066.XSHG,600066,宇通客车,XSHG,2004/5/14,10.18,10.18,10.15,10.15,9.8,9.9,657689,6504933,393,0.0047,0.060598098,1391788649,2030346371,-0.0275,,20.7925,2.1319,1,,0.0079,
1690,600066.XSHG,600066,宇通客车,XSHG,2004/5/17,9.9,9.9,9.84,9.98,9.6,9.69,463478,4510567,368,0.0033,0.060598098,1362265859,1987278417,-0.0212,,20.3514,2.0867,1,,-0.0275,
1691,600066.XSHG,600066,宇通客车,XSHG,2004/5/18,9.69,9.69,9.7,9.88,9.62,9.88,225720,2189180,207,0.0016,0.060598098,1388976955,2026244661,0.0196,,20.7505,2.1276,1,,-0.0212,
1692,600066.XSHG,600066,宇通客车,XSHG,2004/5/19,9.88,9.88,9.88,9.92,9.6,9.85,186553,1840468,174,0.0013,0.060598098,1384759413,2020092096,-0.003,,20.6875,2.1212,1,,0.0196,
1693,600066.XSHG,600066,宇通客车,XSHG,2004/5/20,9.85,9.85,9.8,9.9,9.73,9.84,189400,1859121,152,0.0013,0.060598098,1383353566,2018041241,-0.001,,20.6665,2.119,1,,-0.003,
1694,600066.XSHG,600066,宇通客车,XSHG,2004/5/21,9.84,9.84,9.77,9.9,9.76,9.88,165281,1622981,145,0.0012,0.060598098,1388976955,2026244661,0.0041,,20.7505,2.1276,1,,-0.001,
1695,600066.XSHG,600066,宇通客车,XSHG,2004/5/24,9.88,9.88,9.88,9.95,9.83,9.92,102600,1012278,130,0.0007,0.060598098,1394600343,2034448081,0.004,,20.8345,2.1362,1,,0.0041,
1696,600066.XSHG,600066,宇通客车,XSHG,2004/5/25,9.92,9.92,9.88,9.93,9.81,9.81,259154,2553741,200,0.0018,0.060598098,1379136025,2011888677,-0.0111,,20.6035,2.1126,1,,0.004,
1697,600066.XSHG,600066,宇通客车,XSHG,2004/5/26,9.81,9.81,9.78,9.82,9.67,9.81,292513,2848454,181,0.0021,0.060598098,1379136025,2011888677,0,,20.6035,2.1126,1,,-0.0111,
1698,600066.XSHG,600066,宇通客车,XSHG,2004/5/27,9.81,9.81,9.69,10.1,9.69,10.08,681430,6820849,411,0.0048,0.060598098,1417093897,2067261759,0.0275,,21.1705,2.1707,1,,0,
1699,600066.XSHG,600066,宇通客车,XSHG,2004/5/28,10.08,10.08,10.03,10.1,9.96,10.04,273860,2749176,,0.0019,0.060598098,1411470508,2059058340,-0.004,,21.0865,2.1621,1,,0.0275,
1700,600066.XSHG,600066,宇通客车,XSHG,2004/5/31,10.04,10.04,10,10.02,9.91,9.94,68100,678577,62,0.0005,0.060598098,1397412037,2038549790,-0.01,,20.8765,2.1406,1,,-0.004,
1701,600066.XSHG,600066,宇通客车,XSHG,2004/6/1,9.94,9.94,9.92,10.11,9.92,10.1,224255,2260024,243,0.0016,0.060598098,1419905591,2071363469,0.0161,,21.2125,2.175,1,,-0.01,
1702,600066.XSHG,600066,宇通客车,XSHG,2004/6/2,10.1,10.1,10.11,10.2,10.05,10.1,468228,4738431,,0.0033,0.060598098,1419905591,2071363469,0,,21.2125,2.175,1,,0.0161,
1703,600066.XSHG,600066,宇通客车,XSHG,2004/6/3,10.1,10.1,10.18,10.2,9.96,9.98,1132800,11423294,305,0.0081,0.060598098,1403035426,2046753210,-0.0119,,20.9605,2.1492,1,,0,
1704,600066.XSHG,600066,宇通客车,XSHG,2004/6/4,9.98,9.98,9.91,10,9.8,9.98,147765,1463172,150,0.0011,0.060598098,1403035426,2046753210,0,,20.9605,2.1492,1,,-0.0119,
1705,600066.XSHG,600066,宇通客车,XSHG,2004/6/7,9.98,9.98,9.85,9.88,9.6,9.61,552680,5374000,295,0.0039,0.060598098,1351019082,1970871578,-0.0371,,20.1834,2.0695,1,,0,
1706,600066.XSHG,600066,宇通客车,XSHG,2004/6/8,9.61,9.61,9.67,9.76,9.62,9.63,343600,3315147,200,0.0024,0.060598098,1353830777,1974973288,0.0021,,20.2254,2.0738,1,,-0.0371,
1707,600066.XSHG,600066,宇通客车,XSHG,2004/6/9,9.63,9.63,9.62,9.9,9.5,9.55,236267,2274280,196,0.0017,0.060598098,1342584000,1958566449,-0.0083,,20.0574,2.0566,1,,0.0021,
1708,600066.XSHG,600066,宇通客车,XSHG,2004/6/10,9.55,9.55,9.6,9.67,9.52,9.61,423264,4061276,240,0.003,0.060598098,1351019082,1970871578,0.0063,,20.1834,2.0695,1,,-0.0083,
1709,600066.XSHG,600066,宇通客车,XSHG,2004/6/11,9.61,9.61,9.62,9.7,9.36,9.48,378187,3614244,236,0.0027,0.060598098,1332743070,1944210464,-0.0135,,19.9104,2.0415,1,,0.0063,
1710,600066.XSHG,600066,宇通客车,XSHG,2004/6/14,9.48,9.48,9.5,9.5,9.01,9.25,433800,4011308,285,0.0031,0.060598098,1300408586,1897040801,-0.0243,,19.4273,1.992,1,,-0.0135,
1711,600066.XSHG,600066,宇通客车,XSHG,2004/6/15,9.25,9.25,9.23,9.4,9.13,9.39,398053,3672657,210,0.0028,0.060598098,1320090446,1925752770,0.0151,,19.7214,2.0221,1,,-0.0243,
1712,600066.XSHG,600066,宇通客车,XSHG,2004/6/16,9.39,9.39,9.21,9.38,9.2,9.26,420868,3911190,237,0.003,0.060598098,1301814433,1899091656,-0.0138,,19.4483,1.9941,1,,0.0151,
1713,600066.XSHG,600066,宇通客车,XSHG,2004/6/17,9.26,9.26,9.16,9.2,8.55,8.82,1202734,10593651,582,0.0086,0.060598098,1239957160,1808854039,-0.0475,,18.5242,1.8994,1,,-0.0138,
1714,600066.XSHG,600066,宇通客车,XSHG,2004/6/18,8.82,8.82,8.6,8.88,8.51,8.57,775037,6699743,322,0.0055,0.060598098,1204810982,1757582666,-0.0283,,17.9992,1.8455,1,,-0.0475,
1715,600066.XSHG,600066,宇通客车,XSHG,2004/6/21,8.57,8.57,8.55,8.75,8.5,8.75,195436,1694833,137,0.0014,0.060598098,1230116230,1794498055,0.021,,18.3772,1.8843,1,,-0.0283,
